instruction,input,output
"In the ACSC ISM, which controls describe that Web browsers do not process web advertisements from the internet.?",,ISM-1485
"In the ACSC ISM, which controls describe that Internet Explorer 11 does not process content from the internet.?",,ISM-1666
"In the ACSC ISM, which controls describe that Web browser security settings cannot be changed by users.?",,ISM-1585
"In the ACSC ISM, which controls describe that PDF software is blocked from creating child processes.?",,ISM-1670
"In the ACSC ISM, which controls describe that PDF software security settings cannot be changed by users.?",,ISM-1824
"In the ACSC ISM, which controls describe that Microsoft’s Attack Surface Reduction rules are implemented.?",,ISM-1601
"In the ACSC ISM, which controls describe that Email client security settings cannot be changed by users.?",,ISM-1748
"In the ACSC ISM, which controls describe that Security product security settings cannot be changed by users.?",,ISM-1825
"In the ACSC ISM, which controls describe that Microsoft Office macros are disabled for users that do not have a demonstrated business requirement.?",,ISM-1671
"In the ACSC ISM, which controls describe that Microsoft Office macros in files originating from the internet are blocked.?",,ISM-1488
"In the ACSC ISM, which controls describe that Microsoft Office macro antivirus scanning is enabled.?",,ISM-1672
"In the ACSC ISM, which controls describe that Microsoft Office macros are blocked from making Win32 API calls.?",,ISM-1673
"In the ACSC ISM, which controls describe that Only Microsoft Office macros running from within a sandboxed environment, a Trusted Location or that are digitally signed by a trusted publisher are allowed to execute.?",,ISM-1674
"In the ACSC ISM, which controls describe that Only privileged users responsible for validating that Microsoft Office macros are free of malicious code can write to and modify content within Trusted Locations.?",,ISM-1487
"In the ACSC ISM, which controls describe that Microsoft Office macros digitally signed by an untrusted publisher cannot be enabled via the Message Bar or Backstage View.?",,ISM-1675
"In the ACSC ISM, which controls describe that Microsoft Office’s list of trusted publishers is validated on an annual or more frequent basis.?",,ISM-1676
"In the ACSC ISM, which controls describe that Microsoft Office macro security settings cannot be changed by users.?",,ISM-1489
"In the ACSC ISM, which controls describe that Allowed and blocked Microsoft Office macro execution events are logged.?",,ISM-1677
"In the ACSC ISM, which controls describe that Microsoft Office macro event logs are stored centrally.?",,ISM-1678
"In the ACSC ISM, which controls describe that Server applications are chosen from vendors that have demonstrated a commitment to secure-by-design and secure-by-default principles, use of memory-safe programming languages where possible, secure programming practices, and maintaining the security of their products.?",,ISM-1826
"In the ACSC ISM, which controls describe that The latest release of internet-facing server applications are used.?",,ISM-1483
"In the ACSC ISM, which controls describe that ACSC or vendor hardening guidance for server applications is implemented.?",,ISM-1246
"In the ACSC ISM, which controls describe that Default accounts or credentials for server applications, including for any pre-configured accounts, are changed.?",,ISM-1260
"In the ACSC ISM, which controls describe that Unneeded accounts, components, services and functionality of server applications are disabled or removed.?",,ISM-1247
"In the ACSC ISM, which controls describe that All temporary installation files and logs created during server application installation processes are removed after server applications have been installed.?",,ISM-1245
"In the ACSC ISM, which controls describe that Server applications are configured to run as a separate account with the minimum privileges needed to perform their functions.?",,ISM-1249
"In the ACSC ISM, which controls describe that The accounts under which server applications run have limited access to their underlying server’s file system.?",,ISM-1250
"In the ACSC ISM, which controls describe that Microsoft AD DS domain controllers are administered using dedicated domain administrator user accounts that are not used to administer other systems.?",,ISM-1827
"In the ACSC ISM, which controls describe that The Print Spooler service is disabled on Microsoft AD DS domain controllers.?",,ISM-1828
"In the ACSC ISM, which controls describe that Passwords and cpasswords are not used in Group Policy Preferences.?",,ISM-1829
"In the ACSC ISM, which controls describe that security-related events for Microsoft AD DS are logged.?",,ISM-1830
"In the ACSC ISM, which controls describe that Microsoft AD DS event logs are stored centrally.?",,ISM-1831
"In the ACSC ISM, which controls describe that Only service accounts and computer accounts are configured with Service Principal Names (SPNs).?",,ISM-1832
"In the ACSC ISM, which controls describe that Service accounts are provisioned with the minimum privileges required and are not members of the domain administrators group or similar highly privileged groups.?",,ISM-1833
"In the ACSC ISM, which controls describe that Duplicate SPNs do not exist within the domain.?",,ISM-1834
"In the ACSC ISM, which controls describe that Privileged user accounts are configured as sensitive and cannot be delegated.?",,ISM-1835
"In the ACSC ISM, which controls describe that User accounts require Kerberos pre-authentication.?",,ISM-1836
"In the ACSC ISM, which controls describe that User accounts are not configured with password never expires or password not required.?",,ISM-1837
"In the ACSC ISM, which controls describe that The UserPassword attribute for user accounts is not used.?",,ISM-1838
"In the ACSC ISM, which controls describe that Account properties accessible by unprivileged users are not used to store passwords.?",,ISM-1839
"In the ACSC ISM, which controls describe that User account passwords do not use reversible encryption.?",,ISM-1840
"In the ACSC ISM, which controls describe that Unprivileged user accounts cannot add machines to the domain.?",,ISM-1841
"In the ACSC ISM, which controls describe that Dedicated service accounts are used to add machines to the domain.?",,ISM-1842
"In the ACSC ISM, which controls describe that User accounts with unconstrained delegation are reviewed at least annually, and those without an associated Kerberos SPN or demonstrated business requirement are removed.?",,ISM-1843
"In the ACSC ISM, which controls describe that Computer accounts that are not Microsoft AD SD domain controllers are not trusted for delegation to services.?",,ISM-1844
"In the ACSC ISM, which controls describe that Privileged user accounts are members of the Protected Users security group.?",,ISM-1620
"In the ACSC ISM, which controls describe that When a user account is disabled, it is removed from all security group memberships.?",,ISM-1845
"In the ACSC ISM, which controls describe that The Pre-Windows 2000 Compatible Access security group does not contain user accounts.?",,ISM-1846
"In the ACSC ISM, which controls describe that Users are authenticated before they are granted access to a system and its resources.?",,ISM-1546
"In the ACSC ISM, which controls describe that Authentication methods susceptible to replay attacks are disabled.?",,ISM-1603
"In the ACSC ISM, which controls describe that LAN Manager and NT LAN Manager authentication methods are disabled.?",,ISM-1055
"In the ACSC ISM, which controls describe that Multi-factor authentication is used to authenticate unprivileged users of systems.?",,ISM-0974
"In the ACSC ISM, which controls describe that Multi-factor authentication is used to authenticate privileged users of systems.?",,ISM-1173
"In the ACSC ISM, which controls describe that Multi-factor authentication is used by an organisation’s users if they authenticate to their organisation’s internet-facing services.?",,ISM-1504
"In the ACSC ISM, which controls describe that Multi-factor authentication is used by an organisation’s users if they authenticate to third-party internet-facing services that process, store or communicate their organisation's sensitive data.?",,ISM-1679
"In the ACSC ISM, which controls describe that Multi-factor authentication (where available) is used by an organisation’s users if they authenticate to third-party internet-facing services that process, store or communicate their organisation's non-sensitive data.?",,ISM-1680
"In the ACSC ISM, which controls describe that Multi-factor authentication is enabled by default for non-organisational users (but users can choose to opt out) if they authenticate to an organisation’s internet-facing services.?",,ISM-1681
"In the ACSC ISM, which controls describe that Multi-factor authentication is used to authenticate users accessing important data repositories.?",,ISM-1505
"In the ACSC ISM, which controls describe that Multi-factor authentication uses either: something users have and something users know, or something users have that is unlocked by something users know or are.?",,ISM-1401
"In the ACSC ISM, which controls describe that Multi-factor authentication is phishing-resistant.?",,ISM-1682
"In the ACSC ISM, which controls describe that Memorised secrets used for multi-factor authentication are a minimum of 6 characters, unless more stringent requirements apply.?",,ISM-1559
"In the ACSC ISM, which controls describe that Successful and unsuccessful multi-factor authentication events are logged.?",,ISM-1683
"In the ACSC ISM, which controls describe that Multi-factor authentication event logs are stored centrally.?",,ISM-1684
"In the ACSC ISM, which controls describe that When systems cannot support multi-factor authentication, single-factor authentication using passphrases is implemented instead.?",,ISM-0417
"In the ACSC ISM, which controls describe that Passphrases used for single-factor authentication are at least 4 random words with a total minimum length of 14 characters, unless more stringent requirements apply.?",,ISM-0421
"In the ACSC ISM, which controls describe that Passphrases used for single-factor authentication are not a list of categorised words; do not form a real sentence in a natural language; and are not constructed from song lyrics, movies, literature or any other publicly available material.?",,ISM-1558
"In the ACSC ISM, which controls describe that Users provide sufficient evidence to verify their identity when requesting new credentials.?",,ISM-1593
"In the ACSC ISM, which controls describe that Credentials set for user accounts are randomly generated.?",,ISM-1227
"In the ACSC ISM, which controls describe that Credentials are provided to users via a secure communications channel or, if not possible, split into two parts with one part provided to users and the other part provided to supervisors.?",,ISM-1594
"In the ACSC ISM, which controls describe that Credentials provided to users are changed on first use.?",,ISM-1595
"In the ACSC ISM, which controls describe that Credentials, in the form of memorised secrets, are not reused by users across different systems.?",,ISM-1596
"In the ACSC ISM, which controls describe that Credentials for local administrator accounts and service accounts are long, unique, unpredictable and managed.?",,ISM-1685
"In the ACSC ISM, which controls describe that Service accounts are created as group Managed Service Accounts.?",,ISM-1619
"In the ACSC ISM, which controls describe that Credentials for local administrator accounts and service accounts are a minimum of 30 characters.?",,ISM-1795
"In the ACSC ISM, which controls describe that Credentials are changed if:
• they are directly compromised
• they are suspected of being compromised
• they appear in an online data breach database
• they are discovered stored on networks in the clear
• they are discovered being transferred across networks in the clear
• membership of a shared account changes
• they have not been changed in the past 12 months.?",,ISM-1590
"In the ACSC ISM, which controls describe that Credentials for the Kerberos Key Distribution Center’s service account (KRBTGT) are changed twice, allowing for replication to all Microsoft Active Directory Domain Services domain controllers in-between each change, if:
• the domain has been directly compromised
• the domain is suspected of being compromised
• they have not been changed in the past 12 months.?",,ISM-1847
"In the ACSC ISM, which controls describe that Credentials are kept separate from systems they are used to authenticate to, except for when performing authentication activities.?",,ISM-0418
"In the ACSC ISM, which controls describe that Credentials are obscured as they are entered into systems.?",,ISM-1597
"In the ACSC ISM, which controls describe that Credentials stored on systems are protected by a password manager; a hardware security module; or by salting, hashing and stretching them before storage within a database.?",,ISM-1402
"In the ACSC ISM, which controls describe that Windows Defender Credential Guard and Windows Defender Remote Credential Guard are enabled.?",,ISM-1686
"In the ACSC ISM, which controls describe that Cached credentials are limited to one previous logon.?",,ISM-1749
"In the ACSC ISM, which controls describe that Accounts are locked out after a maximum of five failed logon attempts.?",,ISM-1403
"In the ACSC ISM, which controls describe that On a daily basis, outside of business hours and after an appropriate period of inactivity, user sessions are terminated and workstations are restarted.?",,ISM-0853
"In the ACSC ISM, which controls describe that Systems are configured with a session or screen lock that:
• activates after a maximum of 15 minutes of user inactivity, or if manually activated by users
• conceals all session content on the screen
• ensures that the screen does not enter a power saving state before the session or screen lock is activated
• requires users to authenticate to unlock the session
• denies users the ability to disable the session or screen locking mechanism.?",,ISM-0428
"In the ACSC ISM, which controls describe that Systems have a logon banner that requires users to acknowledge and accept their security responsibilities before access is granted.?",,ISM-0408
"In the ACSC ISM, which controls describe that Legal advice is sought on the exact wording of logon banners.?",,ISM-0979
"In the ACSC ISM, which controls describe that When using a software-based isolation mechanism to share a physical server’s hardware, the isolation mechanism is from a vendor that has demonstrated a commitment to secure-by-design and secure-by-default principles, use of memory-safe programming languages where possible, secure programming practices, and maintaining the security of their products.?",,ISM-1460
"In the ACSC ISM, which controls describe that When using a software-based isolation mechanism to share a physical server’s hardware, the configuration of the isolation mechanism is hardened by removing unneeded functionality and restricting access to the administrative interface used to manage the isolation mechanism.?",,ISM-1604
"In the ACSC ISM, which controls describe that When using a software-based isolation mechanism to share a physical server’s hardware, the underlying operating system is hardened.?",,ISM-1605
"In the ACSC ISM, which controls describe that When using a software-based isolation mechanism to share a physical server’s hardware, patches, updates or vendor mitigations for security vulnerabilities are applied to the isolation mechanism and underlying operating system in a timely manner.?",,ISM-1606
"In the ACSC ISM, which controls describe that When using a software-based isolation mechanism to share a physical server’s hardware, the isolation mechanism or underlying operating system is replaced when it is no longer supported by a vendor.?",,ISM-1848
"In the ACSC ISM, which controls describe that When using a software-based isolation mechanism to share a physical server’s hardware, integrity and log monitoring are performed for the isolation mechanism and underlying operating system in a timely manner.?",,ISM-1607
"In the ACSC ISM, which controls describe that System administration processes, and supporting system administration procedures, are developed, implemented and maintained.?",,ISM-0042
"In the ACSC ISM, which controls describe that System administrators document requirements for administrative activities, consider potential security impacts, obtain any necessary approvals, notify users of any disruptions or outages, and maintain system and security documentation.?",,ISM-1211
"In the ACSC ISM, which controls describe that Privileged users use separate privileged and unprivileged operating environments.?",,ISM-1380
"In the ACSC ISM, which controls describe that Privileged operating environments are not virtualised within unprivileged operating environments.?",,ISM-1687
"In the ACSC ISM, which controls describe that Unprivileged accounts cannot logon to privileged operating environments.?",,ISM-1688
"In the ACSC ISM, which controls describe that Privileged accounts (excluding local administrator accounts) cannot logon to unprivileged operating environments.?",,ISM-1689
"In the ACSC ISM, which controls describe that Administrative infrastructure is segregated from the wider network.?",,ISM-1385
"In the ACSC ISM, which controls describe that Administrative infrastructure for critical servers, high-value servers and regular servers is segregated from each other.?",,ISM-1750
"In the ACSC ISM, which controls describe that Network management traffic can only originate from administrative infrastructure.?",,ISM-1386
"In the ACSC ISM, which controls describe that Administrative activities are conducted through jump servers.?",,ISM-1387
"In the ACSC ISM, which controls describe that Only privileged operating environments can communicate with jump servers.?",,ISM-1381
"In the ACSC ISM, which controls describe that Only jump servers can communicate with assets requiring administrative activities to be performed.?",,ISM-1388
"In the ACSC ISM, which controls describe that Patch management processes, and supporting patch management procedures, are developed, implemented and maintained.?",,ISM-1143
"In the ACSC ISM, which controls describe that A centralised and managed approach that maintains the integrity of patches or updates, and confirms that they have been applied successfully, is used to patch or update applications, operating systems, drivers and firmware.?",,ISM-0298
"In the ACSC ISM, which controls describe that Software registers for workstations, servers, network devices and other ICT equipment are developed, implemented, maintained and verified on a regular basis.?",,ISM-1493
"In the ACSC ISM, which controls describe that Software registers contain versions and patch histories of applications, drivers, operating systems and firmware.?",,ISM-1643
"In the ACSC ISM, which controls describe that An automated method of asset discovery is used at least fortnightly to support the detection of assets for subsequent vulnerability scanning activities.?",,ISM-1807
"In the ACSC ISM, which controls describe that A vulnerability scanner with an up-to-date vulnerability database is used for vulnerability scanning activities.?",,ISM-1808
"In the ACSC ISM, which controls describe that A vulnerability scanner is used at least daily to identify missing patches or updates for security vulnerabilities in internet-facing services.?",,ISM-1698
"In the ACSC ISM, which controls describe that A vulnerability scanner is used at least weekly to identify missing patches or updates for security vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products.?",,ISM-1699
"In the ACSC ISM, which controls describe that A vulnerability scanner is used at least fortnightly to identify missing patches or updates for security vulnerabilities in other applications.?",,ISM-1700
"In the ACSC ISM, which controls describe that A vulnerability scanner is used at least daily to identify missing patches or updates for security vulnerabilities in operating systems of internet-facing services.?",,ISM-1701
"In the ACSC ISM, which controls describe that A vulnerability scanner is used at least weekly to identify missing patches or updates for security vulnerabilities in operating systems of workstations, servers and network devices.?",,ISM-1702
"In the ACSC ISM, which controls describe that A vulnerability scanner is used at least weekly to identify missing patches or updates for security vulnerabilities in operating systems of other ICT equipment.?",,ISM-1752
"In the ACSC ISM, which controls describe that A vulnerability scanner is used at least weekly to identify missing patches or updates for security vulnerabilities in drivers and firmware.?",,ISM-1703
"In the ACSC ISM, which controls describe that Patches, updates or vendor mitigations for security vulnerabilities in internet-facing services are applied within two weeks of release, or within 48 hours if an exploit exists.?",,ISM-1690
"In the ACSC ISM, which controls describe that Patches, updates or vendor mitigations for security vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within two weeks of release.?",,ISM-1691
"In the ACSC ISM, which controls describe that Patches, updates or vendor mitigations for security vulnerabilities in office productivity suites, web browsers and their extensions, email clients, PDF software, and security products are applied within 48 hours if an exploit exists.?",,ISM-1692
"In the ACSC ISM, which controls describe that Patches, updates or vendor mitigations for security vulnerabilities in other applications are applied within one month of release.?",,ISM-1693
"In the ACSC ISM, which controls describe that Patches, updates or vendor mitigations for security vulnerabilities in operating systems of internet-facing services are applied within two weeks of release, or within 48 hours if an exploit exists.?",,ISM-1694
"In the ACSC ISM, which controls describe that Patches, updates or vendor mitigations for security vulnerabilities in operating systems of workstations, servers and network devices are applied within two weeks of release.?",,ISM-1695
"In the ACSC ISM, which controls describe that Patches, updates or vendor mitigations for security vulnerabilities in operating systems of workstations, servers and network devices are applied within 48 hours if an exploit exists.?",,ISM-1696
"In the ACSC ISM, which controls describe that Patches, updates or vendor mitigations for security vulnerabilities in operating systems of other ICT equipment are applied within two weeks of release, or within 48 hours if an exploit exists.?",,ISM-1751
"In the ACSC ISM, which controls describe that Patches, updates or vendor mitigations for security vulnerabilities in drivers and firmware are applied within two weeks of release, or within 48 hours if an exploit exists.?",,ISM-1697
"In the ACSC ISM, which controls describe that Internet-facing services, office productivity suites, web browsers and their extensions, email clients, PDF software, Adobe Flash Player, and security products that are no longer supported by vendors are removed.?",,ISM-1704
"In the ACSC ISM, which controls describe that Applications that are no longer supported by vendors are removed.?",,ISM-0304
"In the ACSC ISM, which controls describe that Operating systems that are no longer supported by vendors are replaced.?",,ISM-1501
"In the ACSC ISM, which controls describe that Network devices and other ICT equipment that are no longer supported by vendors are replaced.?",,ISM-1753
"In the ACSC ISM, which controls describe that When applications, operating systems, network devices or other ICT equipment that are no longer supported by vendors cannot be immediately removed or replaced, compensating controls are implemented until such time that they can be removed or replaced.?",,ISM-1809
"In the ACSC ISM, which controls describe that A digital preservation policy is developed, implemented and maintained.?",,ISM-1510
"In the ACSC ISM, which controls describe that Data backup processes, and supporting data backup procedures, are developed, implemented and maintained.?",,ISM-1547
"In the ACSC ISM, which controls describe that Data restoration processes, and supporting data restoration procedures, are developed, implemented and maintained.?",,ISM-1548
"In the ACSC ISM, which controls describe that Backups of important data, software and configuration settings are performed and retained with a frequency and retention timeframe in accordance with business continuity requirements.?",,ISM-1511
"In the ACSC ISM, which controls describe that Backups of important data, software and configuration settings are synchronised to enable restoration to a common point in time.?",,ISM-1810
"In the ACSC ISM, which controls describe that Backups of important data, software and configuration settings are retained in a secure and resilient manner.?",,ISM-1811
"In the ACSC ISM, which controls describe that Unprivileged accounts cannot access backups belonging to other accounts.?",,ISM-1812
"In the ACSC ISM, which controls describe that Unprivileged accounts cannot access their own backups.?",,ISM-1813
"In the ACSC ISM, which controls describe that Privileged accounts (excluding backup administrator accounts) cannot access backups belonging to other accounts.?",,ISM-1705
"In the ACSC ISM, which controls describe that Privileged accounts (excluding backup administrator accounts) cannot access their own backups.?",,ISM-1706
"In the ACSC ISM, which controls describe that Unprivileged accounts are prevented from modifying and deleting backups.?",,ISM-1814
"In the ACSC ISM, which controls describe that Privileged accounts (excluding backup administrator accounts) are prevented from modifying and deleting backups.?",,ISM-1707
"In the ACSC ISM, which controls describe that Privileged accounts (including backup administrator accounts) are prevented from modifying and deleting backups during their retention period.?",,ISM-1708
"In the ACSC ISM, which controls describe that Restoration of important data, software and configuration settings from backups to a common point of time is tested as part of disaster recovery exercises.?",,ISM-1515
"In the ACSC ISM, which controls describe that An event logging policy is developed, implemented and maintained.?",,ISM-0580
"In the ACSC ISM, which controls describe that For each event logged, the date and time of the event, the relevant user or process, the relevant filename, the event description, and the ICT equipment involved are recorded.?",,ISM-0585
"In the ACSC ISM, which controls describe that A centralised event logging facility is implemented and event logs are sent to the facility as soon as possible after they occur.?",,ISM-1405
"In the ACSC ISM, which controls describe that Event logs stored within a centralised event logging facility are protected from unauthorised modification and deletion.?",,ISM-1815
"In the ACSC ISM, which controls describe that An accurate time source is established and used consistently across systems to assist with identifying connections between events.?",,ISM-0988
"In the ACSC ISM, which controls describe that Event logs are analysed in a timely manner to detect cyber security events.?",,ISM-0109
"In the ACSC ISM, which controls describe that Cyber security events are analysed in a timely manner to identify cyber security incidents.?",,ISM-1228
"In the ACSC ISM, which controls describe that Event logs, excluding those for Domain Name System services and web proxies, are retained for at least seven years.?",,ISM-0859
"In the ACSC ISM, which controls describe that Event logs for Domain Name System services and web proxies are retained for at least 18 months.?",,ISM-0991
"In the ACSC ISM, which controls describe that Development, testing and production environments are segregated.?",,ISM-0400
"In the ACSC ISM, which controls describe that Development and modification of software only takes place in development environments.?",,ISM-1419
"In the ACSC ISM, which controls describe that Data from production environments is not used in a development or testing environment unless the environment is secured to the same level as the production environment.?",,ISM-1420
"In the ACSC ISM, which controls describe that Unauthorised access to the authoritative source for software is prevented.?",,ISM-1422
"In the ACSC ISM, which controls describe that Unauthorised modification of the authoritative source for software is prevented.?",,ISM-1816
"In the ACSC ISM, which controls describe that Secure-by-design and secure-by-default principles, use of memory-safe programming languages where possible, and secure programming practices are used as part of application development.?",,ISM-0401
"In the ACSC ISM, which controls describe that SecDevOps practices are used for application development.?",,ISM-1780
"In the ACSC ISM, which controls describe that Threat modelling is used in support of application development.?",,ISM-1238
"In the ACSC ISM, which controls describe that Files containing executable content are digitally signed as part of application development.?",,ISM-1796
"In the ACSC ISM, which controls describe that Installers, patches and updates are digitally signed or provided with cryptographic checksums as part of application development.?",,ISM-1797
"In the ACSC ISM, which controls describe that Secure configuration guidance is produced as part of application development.?",,ISM-1798
"In the ACSC ISM, which controls describe that A software bill of materials is produced and made available to consumers of software.?",,ISM-1730
"In the ACSC ISM, which controls describe that Applications are comprehensively tested for security vulnerabilities, using both static application security testing and dynamic application security testing, prior to their initial release and following any maintenance activities.?",,ISM-0402
"In the ACSC ISM, which controls describe that Security vulnerabilities identified in applications are resolved by software developers.?",,ISM-1754
"In the ACSC ISM, which controls describe that A vulnerability disclosure program is implemented to assist with the secure development and maintenance of products and services.?",,ISM-1616
"In the ACSC ISM, which controls describe that A vulnerability disclosure policy is developed, implemented and maintained.?",,ISM-1755
"In the ACSC ISM, which controls describe that Vulnerability disclosure processes, and supporting vulnerability disclosure procedures, are developed, implemented and maintained.?",,ISM-1756
"In the ACSC ISM, which controls describe that A ‘security.txt’ file is hosted for all internet-facing organisational domains to assist in the responsible disclosure of security vulnerabilities in an organisation’s products and services.?",,ISM-1717
"In the ACSC ISM, which controls describe that The OWASP Application Security Verification Standard is used in the development of web applications.?",,ISM-0971
"In the ACSC ISM, which controls describe that The OWASP Top Ten Proactive Controls are used in the development of web applications.?",,ISM-1849
"In the ACSC ISM, which controls describe that The OWASP Top 10 are mitigated in the development of web applications.?",,ISM-1850
"In the ACSC ISM, which controls describe that Robust web application frameworks are used in the development of web applications.?",,ISM-1239
"In the ACSC ISM, which controls describe that All web application content is offered exclusively using HTTPS.?",,ISM-1552
"In the ACSC ISM, which controls describe that Authentication and authorisation of clients is performed when clients call web APIs that facilitate access to data not authorised for release into the public domain.?",,ISM-1817
"In the ACSC ISM, which controls describe that Authentication and authorisation of clients is performed when clients call web APIs that facilitate modification of data.?",,ISM-1818
"In the ACSC ISM, which controls describe that The OWASP API Security Top 10 are mitigated in the development of web APIs.?",,ISM-1851
"In the ACSC ISM, which controls describe that Validation or sanitisation is performed on all input handled by web applications.?",,ISM-1240
"In the ACSC ISM, which controls describe that Output encoding is performed on all output produced by web applications.?",,ISM-1241
"In the ACSC ISM, which controls describe that Web applications implement Content-Security-Policy, HSTS and X-Frame-Options via security policy in response headers.?",,ISM-1424
"In the ACSC ISM, which controls describe that The following events are logged for web applications: attempted access that is denied, crashes and error messages, and search queries initiated by users.?",,ISM-1536
"In the ACSC ISM, which controls describe that Web application event logs are stored centrally.?",,ISM-1757
"In the ACSC ISM, which controls describe that Database servers and web servers are functionally separated.?",,ISM-1269
"In the ACSC ISM, which controls describe that Data communicated between database servers and web servers is encrypted.?",,ISM-1277
"In the ACSC ISM, which controls describe that Database servers are placed on a different network segment to user workstations.?",,ISM-1270
"In the ACSC ISM, which controls describe that Network access controls are implemented to restrict database server communications to strictly defined network resources, such as web servers, application servers and storage area networks.?",,ISM-1271
"In the ACSC ISM, which controls describe that If only local access to a database is required, networking functionality of database management system software is disabled or directed to listen solely to the localhost interface.?",,ISM-1272
"In the ACSC ISM, which controls describe that Development and testing environments do not use the same database servers as production environments.?",,ISM-1273
"In the ACSC ISM, which controls describe that A database register is developed, implemented, maintained and verified on a regular basis.?",,ISM-1243
"In the ACSC ISM, which controls describe that File-based access controls are applied to database files.?",,ISM-1256
"In the ACSC ISM, which controls describe that Databases and their contents are classified based on the sensitivity or classification of data that they contain.?",,ISM-0393
"In the ACSC ISM, which controls describe that Database users’ ability to access, insert, modify and remove database contents is restricted based on their work duties.?",,ISM-1255
"In the ACSC ISM, which controls describe that The need-to-know principle is enforced for database contents through the application of minimum privileges, database views and database roles.?",,ISM-1268
"In the ACSC ISM, which controls describe that Database contents from production environments are not used in development or testing environments unless the environment is secured to the same level as the production environment.?",,ISM-1274
"In the ACSC ISM, which controls describe that All queries to databases from web applications are filtered for legitimate content and correct syntax.?",,ISM-1275
"In the ACSC ISM, which controls describe that Parameterised queries or stored procedures, instead of dynamically generated queries, are used for database interactions.?",,ISM-1276
"In the ACSC ISM, which controls describe that Web applications are designed or configured to provide as little error information as possible about the structure of databases.?",,ISM-1278
"In the ACSC ISM, which controls describe that The following events are logged for databases:
• access or modification of particularly important content
• addition of new users, especially privileged users
• changes to user roles or privileges
• attempts to elevate user privileges
• queries containing comments
• queries containing multiple embedded queries
• database and query alerts or failures
• database structure changes
• database administrator actions
• use of executable commands
• database logons and logoffs.?",,ISM-1537
"In the ACSC ISM, which controls describe that Database event logs are stored centrally.?",,ISM-1758
"In the ACSC ISM, which controls describe that An email usage policy is developed, implemented and maintained.?",,ISM-0264
"In the ACSC ISM, which controls describe that Access to non-approved webmail services is blocked.?",,ISM-0267
"In the ACSC ISM, which controls describe that Protective markings are applied to emails and reflect the highest sensitivity or classification of the subject, body and attachments.?",,ISM-0270
"In the ACSC ISM, which controls describe that Protective marking tools do not automatically insert protective markings into emails.?",,ISM-0271
"In the ACSC ISM, which controls describe that Protective marking tools do not allow users to select protective markings that a system has not been authorised to process, store or communicate.?",,ISM-0272
"In the ACSC ISM, which controls describe that Protective marking tools do not allow users replying to or forwarding emails to select protective markings lower than previously used.?",,ISM-1089
"In the ACSC ISM, which controls describe that Email servers are configured to block, log and report emails with inappropriate protective markings.?",,ISM-0565
"In the ACSC ISM, which controls describe that The intended recipients of blocked inbound emails, and the senders of blocked outbound emails, are notified.?",,ISM-1023
"In the ACSC ISM, which controls describe that Emails are routed via centralised email gateways.?",,ISM-0569
"In the ACSC ISM, which controls describe that When users send or receive emails, an authenticated and encrypted channel is used to route emails via their organisation’s centralised email gateways.?",,ISM-0571
"In the ACSC ISM, which controls describe that Where backup or alternative email gateways are in place, they are maintained at the same standard as the primary email gateway.?",,ISM-0570
"In the ACSC ISM, which controls describe that Email servers only relay emails destined for or originating from their domains (including subdomains).?",,ISM-0567
"In the ACSC ISM, which controls describe that Opportunistic TLS encryption is enabled on email servers that make incoming or outgoing email connections over public network infrastructure.?",,ISM-0572
"In the ACSC ISM, which controls describe that MTA-STS is enabled to prevent the unencrypted transfer of emails between complying servers.?",,ISM-1589
"In the ACSC ISM, which controls describe that SPF is used to specify authorised email servers (or lack thereof) for all domains (including subdomains).?",,ISM-0574
"In the ACSC ISM, which controls describe that A hard fail SPF record is used when specifying authorised email servers (or lack thereof) for all domains (including subdomains).?",,ISM-1183
"In the ACSC ISM, which controls describe that SPF is used to verify the authenticity of incoming emails.?",,ISM-1151
"In the ACSC ISM, which controls describe that DKIM signing is enabled on emails originating from an organisation’s domains (including subdomains).?",,ISM-0861
"In the ACSC ISM, which controls describe that DKIM signatures on received emails are verified.?",,ISM-1026
"In the ACSC ISM, which controls describe that Email distribution list software used by external senders is configured such that it does not break the validity of the sender’s DKIM signature.?",,ISM-1027
"In the ACSC ISM, which controls describe that DMARC records are configured for all domains (including subdomains) such that emails are rejected if they do not pass DMARC checks.?",,ISM-1540
"In the ACSC ISM, which controls describe that Incoming emails are rejected if they do not pass DMARC checks.?",,ISM-1799
"In the ACSC ISM, which controls describe that Email content filtering is implemented to filter potentially harmful content in email bodies and attachments.?",,ISM-1234
"In the ACSC ISM, which controls describe that Emails arriving via an external connection where the email source address uses an internal domain, or internal subdomain, are blocked at the email gateway.?",,ISM-1502
"In the ACSC ISM, which controls describe that Notifications of undeliverable emails are only sent to senders that can be verified via SPF or other trusted means.?",,ISM-1024
"In the ACSC ISM, which controls describe that Network documentation is developed, implemented, maintained.?",,ISM-0518
"In the ACSC ISM, which controls describe that Network documentation includes high-level network diagrams showing all connections into networks and logical network diagrams showing all critical servers, high-value servers, network devices and network security appliances.?",,ISM-0516
"In the ACSC ISM, which controls describe that Network documentation provided to a third party, or published in public tender documentation, only contains details necessary for other parties to undertake contractual services.?",,ISM-1178
"In the ACSC ISM, which controls describe that All data communicated over network infrastructure is encrypted.?",,ISM-1781
