instruction,input,output
In the ACSC ISM How can service providers ensure continuous availability of online services?,,Service providers can ensure continuous availability of online services by performing continuous real time monitoring of the availability of online services ISM-1581. Continuous real-time monitoring of the availability of online services is performed.
In the ACSC ISM What does Application Control Ruleset mean?,,An application control rule set defines which applications can be installed and used by users of a computer system - ISM-1582. Application control rulesets are validated on an annual or more frequent basis.
In the ACSC ISM What does application control rule sets mean in operating systems?,,	Application Control Rule Sets refer to the set of policies used by the OS to determine which applications can run on it. ISM-1582. Application control rulesets are validated on an annual or more frequent basis.
In the ACSC ISM What does unprivileged mean?,,"It means not having access to certain resources and functions - ISM-1584. Unprivileged users are prevented from bypassing, disabling or modifying security functionality of operating systems."
In the ACSC ISM How can I change my web browser's security settings?,,You are unable to modify your web browser’s security settings because they have been set up by administrators and cannot be modified by individual users ISM-1585. Web browser security settings cannot be changed by users.
In the ACSC ISM What are some examples of web browser security settings?,,"Some examples include enabling HTTPS connections, disabling Java script execution, blocking popups, etc ISM-1585. Web browser security settings cannot be changed by users."
In the ACSC ISM How can you monitor data import and export in your system?,,By using data transfer logs ISM-1586. Data transfer logs are used to record all data imports and exports from systems.
In the ACSC ISM What is data transfer log?,,Data transfer log is a record of all data transfers between two or more systems - ISM-1586. Data transfer logs are used to record all data imports and exports from systems.
In the ACSC ISM What are some examples of systems that require annual reports on their security status?,,Examples include databases containing sensitive information such as financial records or medical data ISM-1587. System owners report the security status of each system to its authorising officer at least annually.
In the ACSC ISM What does System owner mean?,,The person who has responsibility for managing and maintaining a computer or network system - ISM-1587. System owners report the security status of each system to its authorising officer at least annually.
In the ACSC ISM What does ISM-1588 refer to in this context?,,	ISM-1588 refers to standard operating environments which are reviewed and updated at least annually ISM-1588. SOEs are reviewed and updated at least annually.
In the ACSC ISM What does MTA-STS stand for?,,Message Transfer Agent - Secure Transport Service ISM-1589. MTA-STS is enabled to prevent the unencrypted transfer of emails between complying servers.
In the ACSC ISM What does ISM-1589 MTA-STS stand for?,,It stands for Internet Message Authentication: Mail Transfer Agent Secure Transport ISM-1589. MTA-STS is enabled to prevent the unencrypted transfer of emails between complying servers.
In the ACSC ISM What happens when credentials are changed?,,"When credentials are changed, they will be updated with new values. ISM-1590. Credentials are changed if:
• they are directly compromised
• they are suspected of being compromised
• they appear in an online data breach database
• they are discovered stored on networks in the clear
• they are discovered being transferred across networks in the clear
• membership of a shared account changes
• they have not been changed in the past 12 months."
In the ACSC ISM When should access be restricted?,,"Access should be restricted immediately after detecting any suspicious behavior from users. - ISM-1591. Access to systems, applications and data repositories is removed or suspended as soon as practicable when personnel are detected undertaking malicious activities."
In the ACSC ISM What does Access to systems mean?,,"It refers to access to computer networks, servers, databases etc - ISM-1591. Access to systems, applications and data repositories is removed or suspended as soon as practicable when personnel are detected undertaking malicious activities."
In the ACSC ISM What does Access to systems mean?,,"It refers to access to computer networks, servers, databases, etc. - ISM-1591. Access to systems, applications and data repositories is removed or suspended as soon as practicable when personnel are detected undertaking malicious activities."
In the ACSC ISM What do you understand by data repositories?,,"Data repositories are storage locations for data such as files, folders, documents, images, videos, etc. - ISM-1591. Access to systems, applications and data repositories is removed or suspended as soon as practicable when personnel are detected undertaking malicious activities."
In the ACSC ISM What does applications refer to?,,"Applications can be software programs such as word processors, spreadsheets, email clients, etc. - ISM-1591. Access to systems, applications and data repositories is removed or suspended as soon as practicable when personnel are detected undertaking malicious activities."
In the ACSC ISM How would this control help prevent malicious activity?,,"This control helps prevent unauthorized access to sensitive data and resources which could lead to security breaches. - ISM-1591. Access to systems, applications and data repositories is removed or suspended as soon as practicable when personnel are detected undertaking malicious activities."
In the ACSC ISM What does unprivileged mean?,,It means that you don't have access to certain resources or functions - ISM-1592. Unprivileged users do not have the ability to install unapproved software.
In the ACSC ISM What are some ways in which you can prevent unauthorized installation of applications on your computer?,,"	Some ways include using application whitelisting or blacklisting, restricting access to certain websites, disabling administrative privileges, etc ISM-1592. Unprivileged users do not have the ability to install unapproved software."
In the ACSC ISM What are some examples of sufficient evidence to verify one's identity when requesting new credentials?,,Examples include providing proof of address or government issued ID ISM-1593. Users provide sufficient evidence to verify their identity when requesting new credentials.
In the ACSC ISM What happens when credentials are changed?,,"When credentials are changed, they will be updated with new values and used for future requests. ISM-1595. Credentials provided to users are changed on first use."
In the ACSC ISM What does credential mean?,,"A credential is a secret piece of data used for authentication purposes - ISM-1596. Credentials, in the form of memorised secrets, are not reused by users across different systems."
In the ACSC ISM How can you protect your credentials from being stolen or misused by attackers?,,"You can use strong passwords with a combination of uppercase letters, lowercase letters, numbers, special characters, and symbols. ISM-1597. Credentials are obscured as they are entered into systems."
In the ACSC ISM What should an organization do to plan for cyber security risks and manage cyber security business risks within their organisation.?,,"An organization must develop a comprehensive risk management program which includes identifying threats, vulnerabilities, impact analysis, mitigation strategies, and contingency plans. ISM-1598. Following maintenance or repair activities for ICT equipment, the ICT equipment is inspected to confirm it retains its approved software configuration and that no unauthorised modifications have taken place."
In the ACSC ISM What does inspect mean?,,"To examine something carefully - ISM-1598. Following maintenance or repair activities for ICT equipment, the ICT equipment is inspected to confirm it retains its approved software configuration and that no unauthorised modifications have taken place."
In the ACSC ISM What are some ways of handling sensitive data?,,"Sensitive data should be stored securely and only accessed by authorized personnel, with appropriate controls in place such as encryption, access control lists (ACLs), and auditing capabilities - ISM-1599. ICT equipment is handled in a manner suitable for its sensitivity or classification."
In the ACSC ISM What are some examples of handling ICT equipment in a manner suitable for its sensitivity or classification?,,"Examples include using proper cables when connecting devices, ensuring all ports on devices are securely closed, and keeping sensitive information out of plain sight ISM-1599. ICT equipment is handled in a manner suitable for its sensitivity or classification."
In the ACSC ISM What are some ways of handling sensitive data?,,Sensitive data should be stored securely and only accessed by authorized personnel. - ISM-1599. ICT equipment is handled in a manner suitable for its sensitivity or classification.
In the ACSC ISM How can you sanitize media before using it for the first time?,,You can sanitise media by cleaning with soap and water or disinfectant wipes ISM-1600. Media is sanitised before it is used for the first time.
In the ACSC ISM What are some examples of security documentation?,,"Examples include policies and procedures for incident handling, change management, access control, etc - ISM-1602. Security documentation, including notification of subsequent changes, is communicated to all stakeholders."
In the ACSC ISM How can organizations communicate security documents effectively?,,"Organizations can communicate security documents by using various methods such as email, intranet or other communication channels. ISM-1602. Security documentation, including notification of subsequent changes, is communicated to all stakeholders."
In the ACSC ISM What is insecure authentication method?,,An insecure authentication method refers to any authentication process which can be easily compromised by attackers ISM-1603. Authentication methods susceptible to replay attacks are disabled.
In the ACSC ISM What are some ways in which virtualization can help improve system performance?,,"Virtualization allows multiple operating systems to run on one machine at the same time without interfering with each other. This helps reduce costs as it eliminates the need to purchase separate machines for different applications or operating systems. ISM-1604. When using a software-based isolation mechanism to share a physical server’s hardware, the configuration of the isolation mechanism is hardened by removing unneeded functionality and restricting access to the administrative interface used to manage the isolation mechanism."
In the ACSC ISM What are some benefits of virtualization?,,"Virtualization allows you to run multiple operating systems on one machine at the same time. This means you can use different applications without having to buy separate computers or servers. ISM-1605. When using a software-based isolation mechanism to share a physical server’s hardware, the underlying operating system is hardened."
In the ACSC ISM What does it mean when you use a software-based isolation mechanism to share a physical server's hardware?,,"It means that the underlying operating system is hardened - ISM-1605. When using a software-based isolation mechanism to share a physical server’s hardware, the underlying operating system is hardened."
In the ACSC ISM What does it mean when you use a software based isolation mechanism to share a physical server's hardware?,,"It means applying patches, updates or vendor mitigations for security vulnerabilities on time ISM-1606. When using a software-based isolation mechanism to share a physical server’s hardware, patches, updates or vendor mitigations for security vulnerabilities are applied to the isolation mechanism and underlying operating system in a timely manner."
In the ACSC ISM What does System Owners mean?,,"The people who have ownership over the system, such as administrators and managers - ISM-1609. System owners are consulted before allowing intrusion activity to continue on a system for the purpose of collecting further data or evidence."
In the ACSC ISM What does System owner mean?,,"The person who has ownership over a computer, network, or other device - ISM-1609. System owners are consulted before allowing intrusion activity to continue on a system for the purpose of collecting further data or evidence."
In the ACSC ISM What is a control?,,"A control is a method of emergency access to systems, which should be documented and tested at least once when it's first implemented and every time there are any fundamental IT infrastructure changes ISM-1610. A method of emergency access to systems is documented and tested at least once when initially implemented and each time fundamental information technology infrastructure changes occur."
In the ACSC ISM What are some methods of emergency access to systems?,,Some methods of emergency access to systems include: ISM-1610. A method of emergency access to systems is documented and tested at least once when initially implemented and each time fundamental information technology infrastructure changes occur.
In the ACSC ISM What is break glass account?,,Break glass accounts are only used when normal authentication processes cannot be used - ISM-1611. Break glass accounts are only used when normal authentication processes cannot be used.
In the ACSC ISM What happens when I use my break glass account?,,"When you use your break glass account, it will be logged and recorded for future reference ISM-1613. Use of break glass accounts is logged."
In the ACSC ISM What are some examples of emergency access to systems?,,"Examples include fire alarms, power outages or other situations where immediate action must be taken ISM-1613. Use of break glass accounts is logged."
In the ACSC ISM What happens when break glass account credentials are changed?,,"When break glass account credentials are changed, all access to the account will be revoked and new ones must be requested from the account custodian ISM-1614. Break glass account credentials are changed by the account custodian after they are accessed by any other party."
In the ACSC ISM What does break glass mean?,,It means to test the account's security when its password has been reset - ISM-1615. Break glass accounts are tested after credentials are changed.
In the ACSC ISM What are some best practices in implementing a vulnerability disclosure program?,,"	Some best practices include having clear guidelines on how to report issues, providing rewards or recognition for reporting bugs, and ensuring confidentiality when necessary ISM-1616. A vulnerability disclosure program is implemented to assist with the secure development and maintenance of products and services."
In the ACSC ISM What is a Vulnerability Disclosure Program?,,"A vulnerability disclosure program (VDP) is implemented by organizations to help them identify, disclose, and mitigate security issues within their software or hardware systems. ISM-1616. A vulnerability disclosure program is implemented to assist with the secure development and maintenance of products and services."
In the ACSC ISM What are some responsibilities of a Chief Information Security Officer (CISO)?,,"Some responsibilities of a Chief Information Security Officer include overseeing the cybersecurity program, developing policies and procedures, managing risk assessments, ensuring compliance with regulations, and providing training on information security best practices ISM-1617. The CISO regularly reviews and updates their organisation’s cyber security program to ensure its relevance in addressing cyber threats and harnessing business and cyber security opportunities."
In the ACSC ISM What are some guidelines for cyber security roles?,,"1) Overseeing the cyber security program, 2) Regularly reviewing and updating your organization's cyber security program, 3) Ensuring it addresses cyber threats and harnesses business and cyber security opportunities - ISM-1617. The CISO regularly reviews and updates their organisation’s cyber security program to ensure its relevance in addressing cyber threats and harnessing business and cyber security opportunities."
In the ACSC ISM What are some guidelines for developing a cybersecurity policy?,,"Some guidelines for developing a cybersecurity policy include ensuring it aligns with your company's mission statement, defining clear roles and responsibilities, establishing processes for reviewing and updating policies as needed, and making sure all employees understand what they need to know about the policy ISM-1617. The CISO regularly reviews and updates their organisation’s cyber security program to ensure its relevance in addressing cyber threats and harnessing business and cyber security opportunities."
In the ACSC ISM What are some guidelines for cybersecurity roles?,,"1) Ensure all employees have adequate training on cybersecurity best practices, including how to identify and report suspicious activity; 2) Establish clear policies regarding data handling procedures; 3) Implement strong password management protocols - ISM-1618. The CISO oversees their organisation’s response to cyber security incidents."
In the ACSC ISM What are some responsibilities of a Chief Information Security Officer (CISO)?,,"Some responsibilities of a Chief Information Security Officer include developing policies and procedures related to information security, managing risk assessments, conducting audits on existing systems, and ensuring compliance with relevant laws and regulations ISM-1618. The CISO oversees their organisation’s response to cyber security incidents."
In the ACSC ISM What does a Chief Information Security Officer (CISO) do?,,A CISO oversees their organization's response to cybersecurity incidents and ensures compliance with relevant regulations ISM-1618. The CISO oversees their organisation’s response to cyber security incidents.
In the ACSC ISM How can you disable or remove windows powershell 2.0 in windows operating systems?,,You can disable or remove windows powershell by using the command sc config mpsession start=disabled. ISM-1621. Windows PowerShell 2.0 is disabled or removed.
In the ACSC ISM What does Constrained Language Mode mean?,,It means that all commands must be written using only valid PowerShell syntax - ISM-1622. PowerShell is configured to use Constrained Language Mode.
In the ACSC ISM How can you configure PowerShell to use constrained language mode?,,You can configure PowerShell to use constrained language mode by using the -CommandMode parameter with the Set-ExecutionPolicy cmdlet ISM-1622. PowerShell is configured to use Constrained Language Mode.
In the ACSC ISM What does Constrained Language Mode mean?,,"It means that only certain commands are allowed, and all other commands will be ignored - ISM-1622. PowerShell is configured to use Constrained Language Mode."
In the ACSC ISM What are some features of PowerShell?,,"PowerShell has several useful features including module logging, script block logging and transcription functionality ISM-1623. PowerShell is configured to use module logging, script block logging and transcription functionality."
In the ACSC ISM What are some ways in which you can configure PowerShell to log its activities?,,"	PowerShell can be configured to log its activities by using module logging, script block logging and transcription functionality ISM-1623. PowerShell is configured to use module logging, script block logging and transcription functionality."
In the ACSC ISM How can you protect your PowerShell scripts from being logged in event viewer?,,You can use the -NoLog parameter when running the command ISM-1624. PowerShell script block logs are protected by Protected Event Logging functionality.
In the ACSC ISM What are some of the benefits of implementing a trusted insider program?,,"Implementing a trusted insider program can help reduce security risks by limiting access to sensitive data only to those who need it for their job functions. ISM-1625. A trusted insider program is developed, implemented and maintained."
In the ACSC ISM What are some examples of a trusted insider program?,,"Examples include: ISM-1625. A trusted insider program is developed, implemented and maintained."
In the ACSC ISM What are some best practices when developing a trusted insider program?,,"	The first step in creating a trusted insider program is to identify what data will need protection. Next, it's important to determine who has access to this information and how they can use it. Finally, you must decide on the appropriate level of monitoring required to ensure compliance with your policies. ISM-1626. Legal advice is sought regarding the development and implementation of a trusted insider program."
In the ACSC ISM What are some considerations when developing a trusted insider program?,,"When creating a trusted insider program, it's important to take into account factors such as employee privacy concerns, legal compliance requirements, and security risks associated with employees having access to sensitive data. ISM-1626. Legal advice is sought regarding the development and implementation of a trusted insider program."
In the ACSC ISM What does this control do?,,"This control blocks incoming traffic from anonymous networks, such as Tor and VPNs, to prevent malicious actors from accessing sensitive data on Internet facing systems ISM-1627. Inbound network connections from anonymity networks to internet-facing services are blocked."
In the ACSC ISM How can you block anonymous inbound network connection on your firewall?,,You can use IP address filtering or DNS blacklisting to prevent access to certain websites ISM-1627. Inbound network connections from anonymity networks to internet-facing services are blocked.
In the ACSC ISM What is the purpose of selecting a modulus when using DH for agreeing on encryption session keys?,,"The purpose of selecting a modulus when using DH for agreeing on encryption session keys is to ensure that the key generated by both parties will match so they can use it to encrypt data securely ISM-1629. When using DH for agreeing on encryption session keys, a modulus and associated parameters are selected according to NIST SP 800-56A Rev. 3."
In the ACSC ISM What is the purpose of generating a modulus when using DSA for digital signatures?,,"The purpose of generating a modulus when using DSA for digital signatures is to ensure that the signature can only be verified by someone who has access to the private key used in signing it ISM-1630. When using DSA for digital signatures, a modulus and associated parameters are generated according to FIPS 186-4."
In the ACSC ISM What applications should be used for choosing suppliers?,,"Supply chain management software can help you choose suppliers based on factors such as cost, quality, reliability, and more. ISM-1632. Applications, ICT equipment and services are chosen from suppliers that have a strong track record of transparency and maintaining the security of their own systems and cyber supply chains."
In the ACSC ISM What applications should be used for choosing suppliers?,,"Supply chain management software can help you choose suppliers based on factors such as cost, quality, reliability, and environmental impact ISM-1632. Applications, ICT equipment and services are chosen from suppliers that have a strong track record of transparency and maintaining the security of their own systems and cyber supply chains."
In the ACSC ISM What are some examples of types of systems?,,"Examples include: ISM-1633. System owners determine the type, value and security objectives for each system based on an assessment of the impact if it were to be compromised."
In the ACSC ISM What are some examples of controls used by system owners to protect systems and their resources?,,"Examples include access control, data encryption, network segmentation, etc ISM-1634. System owners select controls for each system and tailor them to achieve desired security objectives."
In the ACSC ISM What are some examples of controls that can be used by system owners to protect systems and their resources?,,"Examples include access control, data encryption, network segmentation, etc ISM-1635. System owners implement controls for each system and its operating environment."
In the ACSC ISM What are some examples of control descriptions?,,"Examples include ensuring systems are configured securely, monitoring access logs, implementing strong authentication mechanisms, etc ISM-1636. System owners ensure controls for each system and its operating environment are assessed to determine if they have been implemented correctly and are operating as intended."
In the ACSC ISM What does it mean by systems?,,"Systems refer to any hardware or software used in performing tasks such as computers, servers, networks etc ISM-1636. System owners ensure controls for each system and its operating environment are assessed to determine if they have been implemented correctly and are operating as intended."
In the ACSC ISM What are some examples of managed services and cloud services?,,"Managed Services include IT infrastructure management, network monitoring, data backup and recovery, help desk support, and disaster recovery planning. Cloud services provide access to software applications over the internet without having to install them locally ISM-1637. An outsourced cloud service register is developed, implemented, maintained and verified on a regular basis."
In the ACSC ISM What are some of the benefits of using an outsourced cloud service registry?,,"Outsourcing your cloud services can help you save time and money by allowing you to focus on other areas of your business while still maintaining control over your data. ISM-1637. An outsourced cloud service register is developed, implemented, maintained and verified on a regular basis."
In the ACSC ISM What are some of the benefits of using an outsourced cloud service?,,"Outsourcing your IT services can help you save time and money, as well as improve efficiency by allowing you to focus on core business activities. ISM-1638. An outsourced cloud service register contains the following for each outsourced cloud service:
• cloud service provider’s name
• cloud service’s name
• purpose for using the cloud service
• sensitivity or classification of data involved
• due date for the next security assessment of the cloud service
• contractual arrangements for the cloud service
• point of contact for users of the cloud service
• 24/7 contact details for the cloud service provider."
In the ACSC ISM What are some examples of managed services and cloud services?,,"Managed Services include IT infrastructure management, network monitoring, help desk support, application hosting, storage management, disaster recovery planning, and more. Cloud services provide access to software applications over the internet on demand without having to install them locally. ISM-1638. An outsourced cloud service register contains the following for each outsourced cloud service:
• cloud service provider’s name
• cloud service’s name
• purpose for using the cloud service
• sensitivity or classification of data involved
• due date for the next security assessment of the cloud service
• contractual arrangements for the cloud service
• point of contact for users of the cloud service
• 24/7 contact details for the cloud service provider."
In the ACSC ISM What does labelled mean?,,Labelled means marked with words or symbols - ISM-1640. Cables for foreign systems installed in Australian facilities are labelled at inspection points.
In the ACSC ISM What are some methods used in data destruction?,,"Some methods used in data destruction include shredding, degaussing, incineration, pulverization, and crushing ISM-1641. Following the use of a degausser, magnetic media is physically damaged by deforming any internal platters."
In the ACSC ISM What does deformed mean?,,"Deformation refers to physical damage caused on magnetic media when it has been exposed to strong magnets or electromagnetic fields - ISM-1641. Following the use of a degausser, magnetic media is physically damaged by deforming any internal platters."
In the ACSC ISM How can you sanitize media before reuse?,,You can sanitise media by wiping or degaussing it using approved methods ISM-1642. Media is sanitised before it is reused in a different security domain.
In the ACSC ISM What are software registers used for in system management?,,"Software registers are used to keep track of version numbers and patch history of various components such as application, driver, OS and firmware ISM-1643. Software registers contain versions and patch histories of applications, drivers, operating systems and firmware."
In the ACSC ISM What are software registers?,,"Software registers contain versions and patch histories of applications, drivers, operating systems and firmware ISM-1643. Software registers contain versions and patch histories of applications, drivers, operating systems and firmware."
In the ACSC ISM What precautions should be taken when conducting sensitive or classified phone calls?,,"When conducting sensitive or classified phone calls, it's important to take steps to ensure your conversation cannot be overheard by others. This includes avoiding public places and using headphones if necessary. ISM-1644. Sensitive or classified phone calls are not conducted in public locations unless care is taken to reduce the chance of conversations being overheard."
In the ACSC ISM What does Floor Plan Diagrams mean?,,"A floor plan diagram shows the layout of a building or room with dimensions and other details such as furniture placement ISM-1645. Floor plan diagrams are developed, implemented, maintained and verified on a regular basis."
In the ACSC ISM What are some examples of cabling infrastructures?,,"Some examples of cabling infrastructures include copper cables, fiber optics, wireless networks, and power lines ISM-1646. Floor plan diagrams contain the following:
• cable paths (including ingress and egress points between floors)
• cable reticulation system and conduit paths
• floor concentration boxes
• wall outlet boxes
• network cabinets."
In the ACSC ISM What are some examples of suspending access to systems or services?,,"Examples include disabling accounts, revoking permissions, locking out users from accessing certain areas, etc ISM-1647. Privileged access to systems and applications is automatically disabled after 12 months unless revalidated."
In the ACSC ISM What happens if privilege access isn't re-enabled within 12 months?,,The user will be unable to log into any system or application until their privileges are manually restored by an administrator ISM-1647. Privileged access to systems and applications is automatically disabled after 12 months unless revalidated.
In the ACSC ISM What happens if my privilege is not used for more than 45 days?,,Your privilege will be automatically disabled. ISM-1648. Privileged access to systems and applications is automatically disabled after 45 days of inactivity.
In the ACSC ISM What are some examples of suspending access to systems or services?,,"Examples include disabling accounts, locking out users from accessing certain areas, restricting access to specific data, etc ISM-1648. Privileged access to systems and applications is automatically disabled after 45 days of inactivity."
In the ACSC ISM What are some ways in which privilege can be managed on a system?,,	Privileges can be managed by using just-in-time administration or least privilege. ISM-1649. Just-in-time administration is used for administering systems and applications.
In the ACSC ISM What is just-in-time administration?,,Just-in-time administration is used for administering systems and applications ISM-1649. Just-in-time administration is used for administering systems and applications.
In the ACSC ISM What type of event is logged?,,Privileged account and group management events - ISM-1650. Privileged account and group management events are logged.
In the ACSC ISM Where can I find privileged access event logs?,,They are stored on the central server - ISM-1651. Privileged access event logs are stored centrally.
In the ACSC ISM Where can I find privileged access event logs?,,The privileged access event logs are stored centrally on the server - ISM-1651. Privileged access event logs are stored centrally.
In the ACSC ISM What does it mean when a privileged account is restricted?,,"A privileged account is restricted if it cannot access certain resources such as the Internet or email. ISM-1653. Privileged service accounts are prevented from accessing the internet, email and web services."
In the ACSC ISM What are some ways in which you can secure your computer against malware attacks?,,"	Some ways to secure your computer from malware include using antivirus software, keeping all applications up to date, avoid downloading files from untrusted sources, use strong passwords, and keep your firewall enabled ISM-1654. Internet Explorer 11 is disabled or removed."
In the ACSC ISM How can application control be implemented on non-internet facing servers?,,Non internet facing servers are protected by implementing application controls such as restricting access to certain applications or services based on user identity ISM-1656. Application control is implemented on non-internet-facing servers.
In the ACSC ISM What does application control do?,,"It restricts the execution of executable files, software libraries, scripts, installers, compiled HTML, HTML apps and control panel applets to an organization approved list ISM-1657. Application control restricts the execution of executables, software libraries, scripts, installers, compiled HTML, HTML applications and control panel applets to an organisation-approved set."
In the ACSC ISM What are some examples of application controls?,,"Some examples of application controls include: ISM-1657. Application control restricts the execution of executables, software libraries, scripts, installers, compiled HTML, HTML applications and control panel applets to an organisation-approved set."
In the ACSC ISM What does application control do?,,It restricts the execution of drivers to an organization-approved set - ISM-1658. Application control restricts the execution of drivers to an organisation-approved set.
In the ACSC ISM What are some examples of application controls?,,"Some examples of application controls include whitelisting, blacklisting, sandboxing, and virtualization ISM-1658. Application control restricts the execution of drivers to an organisation-approved set."
In the ACSC ISM What does 'Microsoft's recommended driver block rules' mean?,,"It means that all drivers should be blocked from accessing certain websites and services, such as social media or gaming sites ISM-1659. Microsoft’s ‘recommended driver block rules’ are implemented."
In the ACSC ISM What is application control?,,Applications control refers to controlling access to applications on your computer or network. It can help prevent malicious software from running by blocking it at the source ISM-1659. Microsoft’s ‘recommended driver block rules’ are implemented.
In the ACSC ISM What is application control?,,	Application Control allows you to specify which applications can run on your computer or network. ISM-1660. Allowed and blocked execution events on workstations are logged.
In the ACSC ISM What is application control?,,	Application Control allows you to specify which applications can run on your computer or network. ISM-1661. Allowed and blocked execution events on internet-facing servers are logged.
In the ACSC ISM What does this statement mean?,,This statement means that all allowed and blocked execution events on non-internet facing servers will be logged ISM-1662. Allowed and blocked execution events on non-internet-facing servers are logged.
In the ACSC ISM Where can I find application control event logs?,,The application control event logs are stored centrally on the server - ISM-1663. Application control event logs are stored centrally.
In the ACSC ISM How can you ensure application controls are working properly in your operating systems?,,Ensure that all applications have been installed from trusted sources and that they are up to date with patches ISM-1663. Application control event logs are stored centrally.
In the ACSC ISM What does Blocked PowerShell script execution events mean?,,It means that any attempts to execute PowerShell scripts will be blocked and recorded as an event log entry. ISM-1664. Blocked PowerShell script execution events are logged.
In the ACSC ISM How can you block PowerShell script execution in Windows Server 2019?,,You can use the Group Policy Editor to configure blocking PowerShell script execution on your server by enabling the Block all scripts policy setting under Computer Configuration -> Administrative Templates -> System -> Scripts (Windows PowerShell). ISM-1664. Blocked PowerShell script execution events are logged.
In the ACSC ISM Where can I find my Windows Event Logs?,,"The Windows Event Logs are located on your computer's centralized server, which you can access by using the command prompt and typing eventvwr. - ISM-1665. PowerShell event logs are stored centrally."
In the ACSC ISM Where can I find my Windows Event Logs?,,"The Windows Event Logs are located on your computer's centralized server, which you can access by using the command prompt or PowerShell. - ISM-1665. PowerShell event logs are stored centrally."
In the ACSC ISM How can you configure Windows Event Logs in PowerShell?,,You can use the Get-WinEvent command to retrieve events from the local computer or remote computers on your network. ISM-1665. PowerShell event logs are stored centrally.
In the ACSC ISM Why doesn't Internet Explorer 11 process content from the internet?,,It may be due to a network issue or browser settings. ISM-1666. Internet Explorer 11 does not process content from the internet.
In the ACSC ISM What are some ways in which you can prevent your browser from processing content from the internet?,,	You can disable JavaScript or enable clickjack protection on your browser settings ISM-1666. Internet Explorer 11 does not process content from the internet.
In the ACSC ISM Why does Microsoft Office block creation of child processes?,,"To prevent malicious software from running on your computer, Microsoft blocks applications like Microsoft Office from creating child processes ISM-1667. Microsoft Office is blocked from creating child processes."
In the ACSC ISM What are some examples of user application hardening techniques?,,"	Some examples include blocking access to certain websites or applications, disabling unnecessary services, restricting administrative privileges, etc ISM-1667. Microsoft Office is blocked from creating child processes."
In the ACSC ISM What are some ways in which you can secure your computer against malware attacks?,,"	There are many different methods available to protect yourself online such as using antivirus software, keeping all operating systems up to date with patches, avoid clicking on suspicious links or attachments, use strong passwords, and keep personal information private ISM-1668. Microsoft Office is blocked from creating executable content."
In the ACSC ISM Why does my computer block Microsoft Office from creating executable content?,,Your computer blocks Microsoft Office from creating executable content because it may contain malicious code or viruses. ISM-1668. Microsoft Office is blocked from creating executable content.
In the ACSC ISM What are some ways in which you can secure your computer against malware attacks?,,"	There are many different methods available to protect yourself from malicious software such as antivirus programs, firewalls, anti-spyware tools, etc. ISM-1669. Microsoft Office is blocked from injecting code into other processes."
In the ACSC ISM Why does my PDF software not create any child processes?,,"Your PDF software may be blocked by your operating system or security settings, preventing it from creating new processes. ISM-1670. PDF software is blocked from creating child processes."
In the ACSC ISM What are some examples of user application hardening techniques?,,"	Some examples include blocking unneeded services or ports, disabling unnecessary features, restricting access to sensitive data, limiting privileges, etc ISM-1670. PDF software is blocked from creating child processes."
In the ACSC ISM What does Microsoft Office macros are disabled mean?,,"It means that macros cannot be used by those who don't need them, as they pose security risks and can cause harmful effects on computers ISM-1671. Microsoft Office macros are disabled for users that do not have a demonstrated business requirement."
In the ACSC ISM How can you prevent malicious code from executing in your computer system?,,By using anti-virus software with real time protection capabilities ISM-1672. Microsoft Office macro antivirus scanning is enabled.
In the ACSC ISM Is my computer protected from viruses?,,"Yes, your computer has been configured with Microsoft Office macro virus protection - ISM-1672. Microsoft Office macro antivirus scanning is enabled."
In the ACSC ISM What is user application hardening?,,User Application Hardening refers to the process of securing applications by reducing vulnerabilities in order to prevent unauthorized access or malicious attacks on systems ISM-1673. Microsoft Office macros are blocked from making Win32 API calls.
In the ACSC ISM What does this policy mean?,,"This policy means that only Microsoft Office macros running from within a sandboxed environment, a Trusted Location or that are digitally signed by a trusted publisher are allowed to execute ISM-1674. Only Microsoft Office macros running from within a sandboxed environment, a Trusted Location or that are digitally signed by a trusted publisher are allowed to execute."
In the ACSC ISM How do I enable a macro from an unknown source?,,"You can't, as it may contain malicious code and could compromise your system security. ISM-1675. Microsoft Office macros digitally signed by an untrusted publisher cannot be enabled via the Message Bar or Backstage View."
In the ACSC ISM What are some ways in which user applications can be hardened?,,"	Some ways in which user applications can be hardened include disabling unnecessary features, restricting access to certain files, limiting privileges, removing unwanted software, and updating regularly ISM-1675. Microsoft Office macros digitally signed by an untrusted publisher cannot be enabled via the Message Bar or Backstage View."
In the ACSC ISM What does validated mean?,,Validated means verified as accurate and reliable - ISM-1676. Microsoft Office’s list of trusted publishers is validated on an annual or more frequent basis.
In the ACSC ISM What are some ways in which user applications can be hardened?,,"	Some ways in which user applications can be hardened include restricting access to sensitive data by using encryption techniques such as hashing algorithms, implementing strong passwords with regular password changes, disabling unused accounts, limiting administrative privileges, and enabling multi-factor authentication ISM-1676. Microsoft Office’s list of trusted publishers is validated on an annual or more frequent basis."
In the ACSC ISM How can you prevent malicious code from executing on your computer when using Microsoft office macros?,,You can disable all macros in MS Word by going into Tools > Options > Trust Center > Macro Security > Disable All Macros ISM-1678. Microsoft Office macro event logs are stored centrally.
